Crime,Date,Address
Robbery,08/13/11. 04:31 PM.,1200 BLOCK OF LUCRETIA AVENUE SAN JOSE
Arrest,08/13/11. 09:00 AM.,DELMAS AVENUE AND WEST VIRGINIA STREET AND 100 BLOCK OF OAK STREET SAN JOSE
Robbery,08/13/11. 05:45 AM.,1800 BLOCK OF BERING DRIVE SAN JOSE
Arrest,08/15/11. 12:59 PM.,300 BLOCK OF CHECKERS DRIVE SAN JOSE
Assault,08/18/11. 09:45 PM.,900 BLOCK OF BLOSSOM HILL ROAD SAN JOSE
Theft,08/18/11. 10:40 AM.,WONDERAMA DRIVE AND OCALA AVENUE SAN JOSE
Arrest,08/19/11. 06:00 PM.,NORTH FIRST STREET AND WEST GISH ROAD SAN JOSE
Arrest,08/19/11. 02:55 AM.,1800 BLOCK OF BERMUDA AVENUE SAN JOSE
Robbery,08/19/11. 12:34 AM.,1500 BLOCK OF MCKEE ROAD SAN JOSE
Assault,08/22/11. 01:24 AM.,NORTH 13TH AND EAST JACKSON STREETS SAN JOSE
Assault,08/22/11. 01:10 AM.,CAPITOL EXPRESSWAY AND HILLSDALE AVENUE SAN JOSE
Assault,08/23/11. 04:51 PM.,COLDWATER AND HAYWORTH DRIVES SAN JOSE
Arrest,08/23/11. 04:08 AM.,600 BLOCK OF HELLYER AVENUE SAN JOSE
Robbery,08/23/11. 12:25 AM.,1500 BLOCK OF BRANHAM LANE SAN JOSE
Arrest,08/23/11. ,3300 BLOCK OF KEATON LOOP SAN JOSE
Vandalism,08/24/11. 02:07 AM.,EAST JULIAN AND NORTH FIFTH STREETS SAN JOSE
Arrest,08/27/11. 05:00 PM.,100 BLOCK OF SUNOL STREET SAN JOSE
Arrest,08/27/11. 09:38 PM.,1000 BLOCK OF LEIGH AVENUE SAN JOSE
Shooting,08/28/11. 10:43 PM.,500 BLOCK OF AVALANI AVENUE SAN JOSE
Arrest,08/29/11. 10:28 AM.,2000 BLOCK OF NORTH FIRST STREET SAN JOSE
Arrest,08/29/11. 05:27 PM.,2800 BLOCK OF JOSEPH AVENUE SAN JOSE
Arrest,09/01/11. 09:00 PM.,JULIAN AND SAN PEDRO SAN JOSE
Assault,09/01/11. 07:35 PM.,1600 BLOCK OF STOKES AVENUE SAN JOSE
Assault,09/02/11. 07:15 PM.,ALMADEN AT VIRGINIA SAN JOSE
Robbery,09/02/11. 08:43 AM.,ALVIN AVE AND FONTAINE DR SAN JOSE
Robbery,09/03/11. 10:59 PM.,BERRYESSAAND SANDSTONE SAN JOSE
Assault,09/03/11. 04:00 AM.,KING AND OCALA SAN JOSE
Shooting,09/03/11. ,3000 BLOCK OF MILLBROOK DRIVE SAN JOSE
Robbery,09/03/11. 12:16 AM.,1800 BLOCK OF FRUITDALE AVENUE SAN JOSE
Assault,09/03/11. 04:00 AM.,KING ROAD AND OCALA SAN JOSE
Theft,09/03/11. 10:59 PM.,BERRYESSA AND SANDSTONE STREETS SAN JOSE
Other,09/04/11. 08:30 PM.,1600 BLOCK OF TULLY ROAD SAN JOSE
Arrest,09/04/11. 06:00 PM.,ALUM ROCK AVENUE & JACKSON AVENUE SAN JOSE
Robbery,09/04/11. 09:43 AM.,ST JAMES PARK SAN JOSE
Robbery,09/04/11. 09:43 AM.,ST. JAMES PARK SAN JOSE
Robbery,09/05/11. 10:29 PM.,BLOSSOM HILL ROAD AND SNELL AVENUE SAN JOSE
Assault,09/06/11. 02:48 PM.,W CAPITOL EXPRESSWAY AND SNELL AVENUE SAN JOSE
Robbery,09/06/11. 09:10 AM.,100 BLOCK OF CURTNER AVENUE SAN JOSE
Assault,09/06/11. 02:48 PM.,WEST CAPITOL EXPRESSWAY AND SNELL AVENUE SAN JOSE
Arrest,09/06/11. 07:00 PM.,34TH STREET AND ALUM ROCK AVENUE SAN JOSE
Assault,09/07/11. 05:21 PM.,SCOTT STREET AND SOUTH BUENA VISTA AVENUE SAN JOSE
Arrest,09/07/11. 09:58 PM.,34TH STREET AND ALUM ROCK AVENUE SAN JOSE
Arrest,09/07/11. 08:30 PM.,SENTER ROAD AND KEYES STREET SAN JOSE
Assault,09/07/11. 05:21 PM.,SCOTT ST AND S BUENA VISTA AVE SAN JOSE
Arrest,09/07/11. 11:00 AM.,W GISH ROAD AND N 1ST STREET SAN JOSE
Assault,09/07/11. 07:00 AM.,5300 BLOCK OF MONTEREY ROAD SAN JOSE
Arrest,09/07/11. 02:06 AM.,S KING ROAD AND BURDETTE DRIVE SAN JOSE
Assault,09/08/11. 01:00 AM.,0-50 E SANTA CLARA STREET SAN JOSE
Arrest,09/09/11. 01:57 PM.,600 BLOCK OF ALMADEN AVENUE SAN JOSE
Robbery,09/09/11. 02:36 AM.,1000 BLOCK OF MINNESOTA AVENUE SAN JOSE
Assault,09/12/11. 02:59 AM.,1800 BLOCK OF SUMATRA AVENUE SAN JOSE
Shooting,09/14/11. ,BARRINGTON CT/ MCLAUGHLIN AV SAN JOSE
Robbery,09/15/11. 09:34 PM.,1400 BLOCK OF FOXDALE DRIVE SAN JOSE
Burglary,09/15/11. 12:34 PM.,BLOTTER INFO: 3000 VERNICE AVENUE SAN JOSE
Assault,09/15/11. 08:55 AM.,SNELL AVENUE AND CAPITOL EXPRESSWAY SAN JOSE
Shooting,09/16/11. ,00 BLOCK CURTNER AV SAN JOSE
Assault,09/16/11. 11:00 PM.,1500 BLOCK OF BRANHAM LANE SAN JOSE
Robbery,09/16/11. 12:10 AM.,1000 BLOCK OF THE ALAMEDA SAN JOSE
Robbery,09/17/11. 05:45 PM.,400 BLOCK OF BLOSSOM HILL ROAD SAN JOSE
Theft,09/17/11. 01:00 PM.,CAPITOL EXPRESSWAY AND ABORN ROAD SAN JOSE
Arrest,09/17/11. 01:00 PM.,1000 BLOCK OF LEIGH AVENUE SAN JOSE
Shooting,09/18/11. 02:50 AM.,FIRST AND WILLOW STREETS SAN JOSE
Assault,09/20/11. 02:09 PM.,1600 BLOCK OF POMONA AVENUE SAN JOSE
Robbery,09/20/11. 12:06 PM.,COTTLE ROAD AND ROCHESTER AVENUE SAN JOSE
Robbery,09/20/11. 09:55 AM.,00 BLOCK OF W. SAN FERNANDO ST SAN JOSE
Robbery,09/21/11. 06:00 PM.,3800 BLOCK OF MONTEREY ROAD SAN JOSE
Arrest,09/21/11. 04:30 PM.,800 BLOCK OF PACIFIC AVENUE SAN JOSE
Arrest,09/21/11. 11:00 AM.,EAST BROKAW ROAD AND NORTH FIRST STREET SAN JOSE
Burglary,09/21/11. 08:47 AM.,BLOTTER INFO: 2350 CUNNINGHAM AVE SAN JOSE
Robbery,09/22/11. 02:15 AM.,NORTH FIRST STREET AND TRIMBLE ROAD SAN JOSE
Assault,09/23/11. 07:20 PM.,2600 BLOCK OF MADDEN AVE SAN JOSE
Arrest,09/23/11. 05:46 PM.,1000 BLOCK OF SOUTH WINCHESTER BOULEVARD SAN JOSE
Arrest,09/23/11. 04:40 PM.,MONTEREY ROAD AND CURTNER AVENUE SAN JOSE
Arrest,09/23/11. 04:39 AM.,1000 BLOCK OF BLOSSOM HILL ROAD SAN JOSE
Robbery,09/23/11. 01:27 AM.,00 BLOCK OF STERN AVENUE SAN JOSE
Assault,09/24/11. 10:25 PM.,1000 BLOCK OF EAST CAPITOL EXPRESSWAY SAN JOSE
Robbery,09/24/11. 06:00 AM.,5400 BLOCK OF SEAN CIRCLE SAN JOSE
Assault,09/24/11. 02:30 AM.,1000 BLOCK OF SOUTH FIRST STREET SAN JOSE
Robbery,09/24/11. 02:12 AM.,SOUTH FIRST AND VIRGINIA STREETS SAN JOSE
Assault,09/25/11. 01:42 AM.,3700 BLOCK OF NIEMAN BOULEVARD SAN JOSE
Theft,09/26/11. 07:39 AM.,1600 BLOCK OF LUCRETIA AVENUE SAN JOSE
Robbery,09/27/11. 05:42 AM.,300 BLOCK OF NORTH FOURTH STREET SAN JOSE
Arrest,09/30/11. 12:03 PM.,1300 BLOCK OF BOYSEA DRIVE SAN JOSE
Robbery,09/30/11. 06:33 AM.,SANTA CLARA AND 26TH STREETS SAN JOSE
Robbery,10/01/11. 03:25 AM.,1400 BLOCK OF FRUITVALE AVENUE SAN JOSE
Assault,10/02/11. 06:01 PM.,MCKEE ROAD AND NORTH JACKSON AVENUE SAN JOSE
Shooting,10/02/11. 02:00 AM.,SOUTH SECOND AND MARTHA STREETS SAN JOSE
Robbery,10/04/11. 09:48 AM.,1000 BLOCK OF S. FIRST ST SAN JOSE
Robbery,10/04/11. 07:37 AM.,SANTA CLARA AND N. 20TH STREETS SAN JOSE
Arrest,10/04/11. 02:48 AM.,LOS ARBOLES STREET AND CAS DRIVE SAN JOSE
Shooting,10/08/11. 11:00 AM.,800 BLOCK OF S. THIRD STREET SAN JOSE
Shooting,10/16/11. ,WOOSTER AVENUE SAN JOSE
Assault,10/23/11. 01:39 AM.,ALMADEN AVENUE AND UNION STREET SAN JOSE
Arrest,10/25/11. 03:09 PM.,2600 BLOCK OF SENTER ROAD SAN JOSE
Arrest,10/26/11. 03:59 PM.,SOUTH WHITE ROAD AND BUCKNER DRIVE SAN JOSE
Arrest,10/26/11. 02:53 PM.,2600 BLOCK OF NIGHTINGALE DRIVE SAN JOSE
Assault,10/27/11. 09:46 PM.,300 BLOCK OF SANTANA ROW SAN JOSE
Robbery,10/27/11. 09:33 PM.,3500 BLOCK OF SAN FELIPE ROAD SAN JOSE
Arrest,10/28/11. 02:45 PM.,500 BLOCK OF AVALANI AVENUE SAN JOSE
Robbery,10/29/11. ,BIRD AVENUE AND WILLOW STREET SAN JOSE
Robbery,10/31/11. 09:17 PM.,1300 BLOCK OF PIEDMONT ROAD SAN JOSE
Arrest,10/31/11. 10:25 AM.,1600 BLOCK OF HAMILTON AVENUE SAN JOSE
Assault,11/01/11. 09:21 PM.,OCALA AVENUE AND CAPITOL EXPRESSWAY SAN JOSE
Assault,11/02/11. 12:18 PM.,2100 BLOCK OF LACSA COURT SAN JOSE
Arrest,11/07/11. 06:35 PM.,3100 BLOCK OF HUMBERSIDE COURT SAN JOSE
Arrest,11/07/11. 08:01 PM.,CALICO AVENUE AND MAY LANE SAN JOSE
Arrest,11/07/11. 07:10 PM.,1500 BLOCK OF WHITTON AVENUE SAN JOSE
Arrest,11/10/11. 03:00 PM.,EAST ST. JAMES AND NORTH SECOND STREETS SAN JOSE
Assault,11/11/11. 07:43 PM.,GALLUP DRIVE AND BLOSSOM HILL ROAD SAN JOSE
Assault,11/11/11. 05:41 PM.,STORY ROAD AND CAPITOL EXPRESSWAY SAN JOSE
Robbery,11/13/11. 12:01 AM.,700 BLOCK OF PRIDE ST SAN JOSE
Assault,11/16/11. 02:53 PM.,CROYDON AVENUE AND BLOSSOM HILL ROAD SAN JOSE
Arrest,11/18/11. 09:00 PM.,FOOTHILL DIVISION SAN JOSE
Assault,11/19/11. 08:32 PM.,"10TH AND BESTOR STREET, SAN JOSE"
Arrest,11/19/11. 04:15 PM.,ROCK SPRING AND NEEDLES DRIVES SAN JOSE
Arrest,11/23/11. 05:53 PM.,00 BLOCK OF N 1ST ST SAN JOSE
Theft,11/23/11. 03:50 PM.,100 BLOCK OF S MARKET ST SAN JOSE
Theft,11/23/11. 05:32 PM.,500 BLOCK OF COLEMAN AV SAN JOSE
Other,11/23/11. 09:16 PM.,100 BLOCK OF N 6TH ST SAN JOSE
Other,11/23/11. 07:29 PM.,00 BLOCK OF S 1ST ST SAN JOSE
Other,11/23/11. 02:13 PM.,ST JAMES PARK SAN JOSE
Arrest,11/23/11. 11:01 AM.,CHERRY AVENUE AND ALMADEN EXPRESSWAY SAN JOSE
Other,11/24/11. 10:40 PM.,100 BLOCK OF N 13TH ST SAN JOSE
Other,11/24/11. 01:37 AM.,N SAN PEDRO ST AND W SAN JOSE
Other,11/24/11. 11:52 PM.,400 BLOCK OF N 6TH ST SAN JOSE
Other,11/24/11. 02:57 PM.,200 BLOCK OF E JULIAN ST SAN JOSE
Other,11/24/11. 02:57 AM.,100 BLOCK OF RYLAND ST SAN JOSE
Other,11/24/11. 02:16 PM.,00 BLOCK OF S 10TH ST SAN JOSE
Burglary,11/24/11. 12:27 PM.,00 BLOCK OF N 11TH ST SAN JOSE
Assault,11/24/11. 01:19 AM.,S SAN PEDRO ST AND P SAN JOSE
Assault,11/24/11. 01:49 AM.,100 BLOCK OF POST ST SAN JOSE
Other,11/25/11. 09:50 PM.,00 BLOCK OF S MARKET ST SAN JOSE
Other,11/25/11. 09:42 PM.,100 BLOCK OF S 2ND ST SAN JOSE
Other,11/25/11. 12:41 AM.,400 BLOCK OF E JULIAN ST SAN JOSE
Assault,11/25/11. 02:06 PM.,00 BLOCK OF N ALMADEN BL SAN JOSE
Other,11/25/11. 11:22 PM.,400 BLOCK OF S 6TH ST SAN JOSE
Other,11/25/11. 02:25 PM.,400 BLOCK OF E JULIAN ST SAN JOSE
Other,11/25/11. 11:44 PM.,00 BLOCK OF S 2ND ST SAN JOSE
Burglary,11/25/11. 03:53 PM.,00 BLOCK OF N 11TH ST SAN JOSE
Theft,11/25/11. 12:40 PM.,FOURTH STREET AND YOUNGER AVENUE SAN JOSE
Assault,11/25/11. 09:03 AM.,5400 BLOCK OF THORNWOOD DRIVE SAN JOSE
Arrest,11/25/11. 02:52 AM.,VAN WINKLE LANE AND SINBAD AVENUE SAN JOSE
Theft,11/26/11. 02:16 PM.,800 BLOCK OF CINNABAR ST SAN JOSE
Other,11/26/11. 09:36 PM.,500 BLOCK OF W SANTA CL SAN JOSE
Other,11/26/11. 03:12 PM.,300 BLOCK OF E SANTA CL SAN JOSE
Other,11/26/11. 02:46 PM.,200 BLOCK OF N 6TH ST SAN JOSE
Other,11/26/11. 01:14 AM.,100 BLOCK OF N 4TH ST SAN JOSE
Other,11/26/11. 08:50 PM.,ST JAMES PARK SAN JOSE
Theft,11/26/11. 09:14 PM.,00 BLOCK OF N 10TH ST SAN JOSE
Assault,11/26/11. 10:39 PM.,100 BLOCK OF W SAN FERN SAN JOSE
Robbery,11/26/11. 06:31 PM.,1800 BLOCK OF CAPITOL EXPRESSWAY SAN JOSE
Vandalism,11/27/11. 02:22 AM.,00 BLOCK OF S 9TH ST SAN JOSE
Other,11/27/11. 12:04 AM.,00 BLOCK OF E SAN FERNA SAN JOSE
Theft,11/27/11. 12:21 PM.,500 BLOCK OF COLEMAN AV SAN JOSE
Theft,11/27/11. 06:00 PM.,500 BLOCK OF COLEMAN AV SAN JOSE
Other,11/27/11. 08:44 PM.,600 BLOCK OF COLEMAN AV SAN JOSE
Robbery,11/27/11. 01:37 AM.,00 BLOCK OF E SAN FERNA SAN JOSE
Other,11/27/11. 02:52 AM.,200 BLOCK OF N MORRISON AV SAN JOSE
Other,11/27/11. 11:11 AM.,00 BLOCK OF S 11TH ST SAN JOSE
Other,11/27/11. 11:42 PM.,300 BLOCK OF E ST JOHN ST SAN JOSE
Other,11/27/11. 01:09 AM.,200 BLOCK OF S 4TH ST SAN JOSE
Other,11/27/11. 02:59 PM.,200 BLOCK OF E SANTA CL SAN JOSE
Other,11/27/11. 02:30 AM.,100 BLOCK OF N 4TH ST SAN JOSE
Other,11/27/11. 03:33 AM.,100 BLOCK OF E SANTA CL SAN JOSE
Other,11/27/11. 02:08 AM.,00 BLOCK OF S 8TH ST SAN JOSE
Other,11/27/11. 01:32 AM.,00 BLOCK OF S 2ND ST SAN JOSE
Other,11/27/11. 02:25 AM.,00 BLOCK OF E SAN FERNA SAN JOSE
Assault,11/27/11. 01:00 AM.,00 BLOCK OF S 1ST ST SAN JOSE
Arrest,11/28/11. 09:53 AM.,300 BLOCK OF N 10TH ST SAN JOSE
Other,11/28/11. 01:16 AM.,200 BLOCK OF N 8TH ST SAN JOSE
Other,11/28/11. 01:46 AM.,00 BLOCK OF N 5TH ST SAN JOSE
Other,11/28/11. 04:10 PM.,00 BLOCK OF S MARKET ST SAN JOSE
Other,11/28/11. 07:44 PM.,00 BLOCK OF E SANTA CLA SAN JOSE
Assault,11/28/11. 03:30 PM.,HAVANA DRIVE AND FLORIDA AVENUE SAN JOSE
Theft,11/29/11. 08:33 AM.,800 BLOCK OF CINNABAR ST SAN JOSE
Other,11/29/11. 08:13 AM.,00 BLOCK OF N ALMADEN BL SAN JOSE
Other,11/29/11. 04:45 PM.,200 BLOCK OF E SANTA CL SAN JOSE
Other,11/29/11. 09:20 PM.,00 BLOCK OF S 6TH ST SAN JOSE
Other,11/29/11. 12:58 PM.,200 BLOCK OF N 8TH ST SAN JOSE
Other,11/29/11. 09:04 AM.,00 BLOCK OF N ALMADEN AV SAN JOSE
Arrest,11/29/11. 03:19 PM.,300 BLOCK OF W JULIAN ST SAN JOSE
Other,11/29/11. 04:45 PM.,500 BLOCK OF COLEMAN AV SAN JOSE
Other,11/29/11. 01:57 AM.,300 BLOCK OF N 5TH ST SAN JOSE
Other,11/29/11. 11:02 PM.,200 BLOCK OF N 8TH ST SAN JOSE
Other,11/29/11. 01:25 PM.,200 BLOCK OF N 7TH ST SAN JOSE
Other,11/29/11. 05:32 PM.,00 BLOCK OF N 6TH ST SAN JOSE
Other,11/29/11. 07:57 PM.,00 BLOCK OF E SANTA CLA SAN JOSE
Burglary,11/29/11. 06:23 PM.,200 BLOCK OF N 8TH ST SAN JOSE
Robbery,11/29/11. 11:30 PM.,100 BLOCK OF SUNOL STREET SAN JOSE
Robbery,11/29/11. 10:05 AM.,5600 BLOCK OF SNELL AVENUE SAN JOSE
Theft,11/30/11. 10:30 PM.,100 BLOCK OF E SANTA CL SAN JOSE
Arrest,11/30/11. 12:55 PM.,500 BLOCK OF N 3RD ST SAN JOSE
Arrest,11/30/11. 02:06 AM.,100 BLOCK OF N 14TH ST SAN JOSE
Other,11/30/11. 12:12 AM.,200 BLOCK OF N 11TH ST SAN JOSE
Other,11/30/11. 02:36 AM.,100 BLOCK OF E SAN CARL SAN JOSE
Other,11/30/11. 10:00 PM.,00 BLOCK OF N 8TH ST SAN JOSE
Theft,11/30/11. 11:50 PM.,300 BLOCK OF E JULIAN ST SAN JOSE
Burglary,11/30/11. 01:41 PM.,200 BLOCK OF E ST JAMES ST SAN JOSE
Vandalism,12/01/11. 01:57 AM.,300 BLOCK OF E JULIAN ST SAN JOSE
Theft,12/01/11. 02:40 PM.,500 BLOCK OF COLEMAN AV SAN JOSE
Shooting,12/01/11. 06:02 PM.,300 BLOCK OF N 8TH ST SAN JOSE
Assault,12/01/11. 05:49 PM.,300 BLOCK OF W JULIAN ST SAN JOSE
Robbery,12/01/11. 06:46 PM.,500 BLOCK OF W SANTA CL SAN JOSE
Robbery,12/01/11. 09:11 AM.,100 BLOCK OF E SAN CARL SAN JOSE
Other,12/01/11. 02:11 AM.,400 BLOCK OF E SANTA CL SAN JOSE
Other,12/01/11. 02:58 PM.,300 BLOCK OF W JULIAN ST SAN JOSE
Other,12/01/11. 06:59 PM.,200 BLOCK OF S 4TH ST SAN JOSE
Other,12/01/11. 10:40 PM.,100 BLOCK OF N 8TH ST SAN JOSE
Other,12/01/11. 03:35 PM.,100 BLOCK OF E SANTA CL SAN JOSE
Other,12/01/11. 08:54 PM.,00 BLOCK OF N MARKET ST SAN JOSE
Other,12/01/11. 10:46 PM.,00 BLOCK OF N 12TH ST SAN JOSE
Burglary,12/01/11. 08:20 AM.,200 BLOCK OF N 8TH ST SAN JOSE
Shooting,12/01/11. 11:38 PM.,1600 BLOCK OF CAPITOL EXPRESSWAY SAN JOSE
Assault,12/02/11. 11:29 AM.,400 BLOCK OF KIELY BOULEVARD SAN JOSE
Assault,12/02/11. 11:11 AM.,1000 BLOCK OF N. 4TH STREET SAN JOSE
Theft,12/02/11. 03:49 PM.,500 BLOCK OF COLEMAN AV SAN JOSE
Theft,12/02/11. 04:42 PM.,100 BLOCK OF S 2ND ST SAN JOSE
Other,12/02/11. 12:25 PM.,400 BLOCK OF E SANTA CL SAN JOSE
Other,12/02/11. 01:20 AM.,00 BLOCK OF N 11TH ST SAN JOSE
Other,12/02/11. 10:12 AM.,00 BLOCK OF E SAN FERNA SAN JOSE
Other,12/02/11. 09:35 PM.,00 BLOCK OF E JULIAN ST SAN JOSE
Arrest,12/02/11. 11:50 AM.,400 BLOCK OF N 3RD ST SAN JOSE
Other,12/02/11. 08:44 PM.,400 BLOCK OF E JULIAN ST SAN JOSE
Other,12/02/11. 10:09 PM.,300 BLOCK OF N 9TH ST SAN JOSE
Other,12/02/11. 05:15 PM.,100 BLOCK OF PARK CENTE SAN JOSE
Other,12/02/11. 01:22 PM.,100 BLOCK OF N MARKET ST SAN JOSE
Other,12/02/11. 05:31 PM.,00 BLOCK OF W SANTA CLA SAN JOSE
Other,12/02/11. 02:53 PM.,00 BLOCK OF S ALMADEN AV SAN JOSE
Other,12/02/11. 08:31 PM.,00 BLOCK OF S ALMADEN AV SAN JOSE
Other,12/02/11. 04:32 PM.,00 BLOCK OF S 4TH ST SAN JOSE
Other,12/02/11. 10:11 AM.,00 BLOCK OF N 9TH ST SAN JOSE
Other,12/02/11. 09:18 PM.,400 BLOCK OF S 6TH ST SAN JOSE
Assault,12/02/11. 09:29 PM.,1300 BLOCK OF CARNELIAN DRIVE SAN JOSE
Assault,12/02/11. 11:29 AM.,400 BLOCK OF KIELY BOULEVARD SAN JOSE
Assault,12/02/11. 11:11 AM.,1000 BLOCK OF NORTH FOURTH STREET SAN JOSE
Assault,12/03/11. 01:22 PM.,1500 BLOCK OF ALMADEN EXPRESSWAY SAN JOSE
Theft,12/03/11. 11:24 AM.,800 BLOCK OF CINNABAR ST SAN JOSE
Theft,12/03/11. 07:57 PM.,00 BLOCK OF S 2ND ST SAN JOSE
Other,12/03/11. 02:13 PM.,300 BLOCK OF W JULIAN ST SAN JOSE
Other,12/03/11. 01:35 PM.,00 BLOCK OF S 11TH ST SAN JOSE
Other,12/03/11. 04:45 PM.,100 BLOCK OF N 5TH ST SAN JOSE
Other,12/03/11. 12:15 AM.,400 BLOCK OF E SANTA CL SAN JOSE
Other,12/03/11. 12:01 AM.,200 BLOCK OF S 2ND ST SAN JOSE
Other,12/03/11. 09:55 PM.,200 BLOCK OF E SANTA CL SAN JOSE
Other,12/03/11. 10:25 AM.,100 BLOCK OF W SANTA CL SAN JOSE
Other,12/03/11. 03:12 PM.,100 BLOCK OF S MARKET ST SAN JOSE
Other,12/03/11. 02:46 PM.,100 BLOCK OF S 2ND ST SAN JOSE
Other,12/03/11. 12:26 AM.,100 BLOCK OF E ST JAMES ST SAN JOSE
Other,12/03/11. 08:30 AM.,100 BLOCK OF E SANTA CL SAN JOSE
Other,12/03/11. 09:03 AM.,100 BLOCK OF E SANTA CL SAN JOSE
Other,12/03/11. 06:27 PM.,00 BLOCK OF S 1ST ST SAN JOSE
Other,12/03/11. 01:03 AM.,00 BLOCK OF HOBSON ST SAN JOSE
Other,12/03/11. 01:05 AM.,00 BLOCK OF E SANTA CLA SAN JOSE
Assault,12/03/11. 03:12 AM.,00 BLOCK OF S 5TH ST SAN JOSE
Robbery,12/03/11. 07:06 PM.,2500 BLOCK OF ALUM ROCK AVENUE SAN JOSE
Burglary,12/03/11. 01:22 PM.,1500 BLOCK OF ALMADEN EXPRESSWAY SAN JOSE
Shooting,12/04/11. 03:45 PM.,100 BLOCK OF N 5TH ST SAN JOSE
Arrest,12/04/11. 01:59 AM.,W ST JAMES ST AND N SAN JOSE
Other,12/04/11. 04:40 PM.,400 BLOCK OF E SANTA CL SAN JOSE
Other,12/04/11. 12:49 AM.,100 BLOCK OF S 1ST ST SAN JOSE
Other,12/04/11. 04:22 PM.,100 BLOCK OF N 6TH ST SAN JOSE
Other,12/04/11. 06:06 PM.,100 BLOCK OF N 6TH ST SAN JOSE
Other,12/04/11. 12:52 AM.,00 BLOCK OF S 2ND ST SAN JOSE
Other,12/04/11. 03:09 PM.,00 BLOCK OF S 1ST ST SAN JOSE
Other,12/04/11. 01:12 PM.,00 BLOCK OF S 10TH ST SAN JOSE
Other,12/04/11. 04:58 AM.,00 BLOCK OF N 9TH ST SAN JOSE
Other,12/04/11. 04:21 AM.,00 BLOCK OF N 1ST ST SAN JOSE
Other,12/04/11. 01:47 AM.,00 BLOCK OF E SANTA CLA SAN JOSE
Assault,12/04/11. 12:32 AM.,100 BLOCK OF POST ST SAN JOSE
Theft,12/05/11. 10:48 AM.,200 BLOCK OF E SANTA CL SAN JOSE
Theft,12/05/11. 12:04 PM.,500 BLOCK OF CINNABAR ST SAN JOSE
Other,12/05/11. 11:02 AM.,500 BLOCK OF W SANTA CL SAN JOSE
Other,12/05/11. 02:42 PM.,100 BLOCK OF E SAN FERN SAN JOSE
Other,12/05/11. 05:03 PM.,300 BLOCK OF N 5TH ST SAN JOSE
Other,12/05/11. 04:20 PM.,200 BLOCK OF E SANTA CL SAN JOSE
Other,12/05/11. 02:30 PM.,100 BLOCK OF N 6TH ST SAN JOSE
Other,12/05/11. 10:36 AM.,100 BLOCK OF E SANTA CL SAN JOSE
Theft,12/05/11. 01:38 AM.,W SANTA CLARA ST AND SAN JOSE
Theft,12/05/11. 10:14 AM.,700 BLOCK OF LENZEN AV SAN JOSE
Theft,12/05/11. 07:27 AM.,700 BLOCK OF LENZEN AV SAN JOSE
Shooting,12/05/11. 12:40 AM.,1900 BLOCK OF TULLY ROAD SAN JOSE
Shooting,12/05/11. 12:37 AM.,2000 BLOCK OF STORY ROAD SAN JOSE
Other,12/06/11. 01:02 AM.,00 BLOCK OF N 1ST ST SAN JOSE
Other,12/06/11. 06:48 AM.,600 BLOCK OF E ST JAMES ST SAN JOSE
Other,12/06/11. 01:39 PM.,00 BLOCK OF POST ST SAN JOSE
Other,12/06/11. 08:52 AM.,300 BLOCK OF N 9TH ST SAN JOSE
Other,12/06/11. 06:40 PM.,100 BLOCK OF S MARKET ST SAN JOSE
Other,12/06/11. 08:59 PM.,100 BLOCK OF E SANTA CL SAN JOSE
Other,12/06/11. 02:00 PM.,100 BLOCK OF E SANTA CL SAN JOSE
Arrest,12/06/11. 11:00 AM.,FOOTHILL DIVISION SAN JOSE
Arrest,12/06/11. 12:01 PM.,"1500 BLOCK OF CITRUS GROVE COURT, SAN JOSE"
Robbery,12/07/11. 09:35 PM.,1500 BLOCK OF BRANHAM LANE SAN JOSE
Robbery,12/07/11. 04:23 PM.,ALUM ROCK AVENUE SAN JOSE
Other,12/07/11. 02:24 PM.,600 BLOCK OF COLEMAN AV SAN JOSE
Other,12/07/11. 11:05 PM.,00 BLOCK OF E SANTA CLA SAN JOSE
Theft,12/07/11. 08:44 PM.,100 BLOCK OF S 2ND ST SAN JOSE
Theft,12/07/11. 05:36 PM.,100 BLOCK OF S 2ND ST SAN JOSE
Theft,12/07/11. 10:27 PM.,00 BLOCK OF HOBSON ST SAN JOSE
Other,12/07/11. 08:20 PM.,500 BLOCK OF COLEMAN AV SAN JOSE
Arrest,12/07/11. 12:13 PM.,100 BLOCK OF N 12TH ST SAN JOSE
Other,12/07/11. 09:04 PM.,100 BLOCK OF W SAN FERN SAN JOSE
Other,12/07/11. 07:33 AM.,00 BLOCK OF N SAN PEDRO ST SAN JOSE
Other,12/07/11. 09:49 AM.,00 BLOCK OF N 5TH ST SAN JOSE
Other,12/07/11. 05:47 PM.,00 BLOCK OF E SANTA CLA SAN JOSE
Robbery,12/07/11. 10:39 PM.,300 BLOCK OF KEYES STREET SAN JOSE
Robbery,12/07/11. 09:35 PM.,1500 BLOCK OF BRANHAM LANE SAN JOSE
Arrest,12/07/11. 08:31 PM.,SOUTH NINTH AND KEYES STREETS SAN JOSE
Arrest,12/07/11. 02:23 PM.,ALUM ROCK AVENUE AND NORTH WHITE ROAD SAN JOSE
Vandalism,12/08/11. 06:19 PM.,200 BLOCK OF N 13TH ST SAN JOSE
Other,12/08/11. 02:38 AM.,400 BLOCK OF E ST JAMES ST SAN JOSE
