Crime,Date,Address
Assault,12/06/10. 10:36 AM.,1200 BLOCK OF DELMAR AVE SAN JOSE
Theft,12/07/10. 02:28 AM.,500 BLOCK OF SOUTH 10TH STREET SAN JOSE
Assault,12/08/10. 07:46 AM.,PHELAN AVENUE AND PHELAN COURT SAN JOSE
Burglary,12/08/10. 05:01 AM.,1900 BLOCK OF PANAMA AVENUE SAN JOSE
Shooting,12/09/10. 11:48 PM.,KING AND STORY ROADS SAN JOSE
Robbery,12/11/10. 07:44 PM.,SOUTH JACKSON AVENUE AND BAMBI LANE SAN JOSE
Assault,12/11/10. 07:33 PM.,EAST SAN ANTONIO STREET AND SUNSET AVENUE SAN JOSE
Assault,12/11/10. 06:45 PM.,SOUTH KING ROAD AND EAST SAN ANTONIO STREET SAN JOSE
Robbery,12/11/10. 07:05 PM.,SUNSET AVENUE AND STORY ROAD SAN JOSE
Robbery,12/11/10. 05:22 PM.,6100 BLOCK OF COTTLE ROAD SAN JOSE
Robbery,12/13/10. 09:24 AM.,500 BLOCK OF CHIECHI AVENUE SAN JOSE
Assault,12/13/10. 01:51 AM.,200 BLOCK OF NORTH CAPITOL AVENUE SAN JOSE
Arrest,12/13/10. 01:45 AM.,SNELL AVENUE AND CAPITOL EXPRESSWAY SAN JOSE
Assault,12/14/10. 09:20 AM.,2800 BLOCK OF STORY ROAD SAN JOSE
Burglary,12/14/10. 12:39 AM.,1800 BLOCK OF SOUTH 10TH STREET SAN JOSE
Robbery,12/15/10. 09:25 PM.,600 BLOCK OF SARATOGA AVENUE SAN JOSE
Robbery,12/15/10. 03:45 PM.,300 BLOCK OF PERRYMONT AVENUE SAN JOSE
Robbery,12/15/10. 03:17 PM.,1500 BLOCK OF EAST SAN FERNANDO STREET SAN JOSE
Robbery,12/16/10. 08:15 PM.,SANTA CLARA AND EIGHTH STREETS SAN JOSE
Robbery,12/16/10. 06:55 PM.,OCALA AVENUE AND ORLANDO DRIVE SAN JOSE
Burglary,12/16/10. 08:23 AM.,200 BLOCK OF NORTH 16TH STREET SAN JOSE
Robbery,12/16/10. ,FREEDOM BOULEVARD AND CLIFFORD AVENUE WATSONVILLE
Robbery,12/18/10. 05:00 PM.,2900 BLOCK OF STEVENS CREEK BOULEVARD SAN JOSE
Robbery,12/18/10. 05:00 PM.,1300 BLOCK OF WEST SAN CARLOS STREET SAN JOSE
Arrest,12/18/10. 04:00 PM.,JUDITH STREET AND BLOSSOM HILL ROAD SAN JOSE
Shooting,12/18/10. 01:45 AM.,400 BLOCK OF S. FIRST ST. SAN JOSE
Assault,12/19/10. 11:00 PM.,1500 BLOCK OF GORDY DRIVE SAN JOSE
Shooting,12/19/10. 07:47 PM.,10000 BLOCK OF RYAN STREET SAN JOSE
Robbery,12/19/10. 02:00 PM.,6000 BLOCK OF SNELL AVENUE SAN JOSE
Burglary,12/21/10. 11:04 PM.,2000 BLOCK OF SENTER ROAD SAN JOSE
Robbery,12/25/10. 10:51 PM.,AUZERAIS AVENUE AND WOZ WAY SAN JOSE
Robbery,12/26/10. 01:40 PM.,1600 BLOCK OF CRUCERO DRIVE SAN JOSE
Shooting,12/26/10. 05:20 PM.,3800 BLOCK OF KAUAI DRIVE SAN JOSE
Assault,12/26/10. 08:33 PM.,2600 BLOCK OF MOZART AVENUE SAN JOSE
Assault,12/26/10. 10:10 PM.,LOCUST AND WILLOW STREETS SAN JOSE
Assault,12/26/10. 10:25 PM.,700 BLOCK OF RICHMOND AVENUE SAN JOSE
Assault,12/26/10. 10:57 PM.,2100 BLOCK OF FOREST AVENUE SAN JOSE
Arrest,12/27/10. 10:17 PM.,E SANTA CLARA ST AND... SAN JOSE
Other,12/27/10. 02:20 PM.,300 BLOCK OF N 10TH ST SAN JOSE
Robbery,12/27/10. 05:23 PM.,3000 BLOCK OF MERIDIAN AVENUE SAN JOSE
Other,12/28/10. 10:26 PM.,400 BLOCK OF S 7TH ST SAN JOSE
Other,12/28/10. 06:14 PM.,200 BLOCK OF N 10TH ST SAN JOSE
Arrest,12/28/10. 04:17 PM.,00 BLOCK OF S 8TH ST SAN JOSE
Other,12/28/10. 05:25 PM.,500 BLOCK OF COLEMAN AV SAN JOSE
Robbery,12/28/10. 10:16 AM.,500 BLOCK OF WEST CAPITOL EXPRESSWAY SAN JOSE
Robbery,12/28/10. 06:45 PM.,PARK AND RACE STREETS SAN JOSE
Shooting,12/28/10. 11:04 PM.,500 BLOCK OF LOCUST STREET SAN JOSE
Other,12/29/10. 12:41 AM.,100 BLOCK OF S MARKET ST SAN JOSE
Arrest,12/29/10. 02:01 PM.,S 4TH ST AND E SAN C... SAN JOSE
Other,12/29/10. 01:39 AM.,100 BLOCK OF N 5TH ST SAN JOSE
Other,12/29/10. 10:27 AM.,200 BLOCK OF N 3RD ST SAN JOSE
Assault,12/29/10. 10:37 PM.,MCLAUGHLIN AND FAIR AVENUES SAN JOSE
Robbery,12/29/10. 05:13 PM.,CATALDI DRIVE AND MORRILL AVENUE SAN JOSE
Assault,12/29/10. ,MCLAUGHLIN AND FAIR AVENUE SAN JOSE
Shooting,12/29/10. ,WEST REED STREET SAN JOSE
Arrest,12/30/10. 02:40 AM.,00 BLOCK OF S ALMADEN AV SAN JOSE
Theft,12/30/10. 11:18 PM.,800 BLOCK OF IRONWOOD DRIVE SAN JOSE
Arrest,12/31/10. 11:38 AM.,100 BLOCK OF S 2ND ST SAN JOSE
Arrest,12/31/10. 11:04 PM.,E SANTA CLARA ST AND... SAN JOSE
Arrest,12/31/10. 10:51 PM.,400 BLOCK OF E SANTA CL... SAN JOSE
Other,12/31/10. 06:33 PM.,W SAN FERNANDO ST ... SAN JOSE
Assault,12/31/10. 10:42 PM.,1000 BLOCK OF SOUTH FIRST STREET SAN JOSE
Shooting,12/31/10. 10:24 PM.,200 BLOCK OF N. JACKSON AVE SAN JOSE
Theft,12/31/10. 01:23 AM.,6100 BLOCK OF SAN IGNACIO AVENUE SAN JOSE
Theft,01/01/11. 05:11 PM.,100 BLOCK OF S MARKET ST SAN JOSE
Other,01/01/11. 11:16 PM.,N SAN PEDRO ST AND W... SAN JOSE
Other,01/01/11. 12:41 AM.,E SAN FERNANDO ST ... SAN JOSE
Other,01/01/11. 12:06 AM.,00 BLOCK OF ALMADEN BL SAN JOSE
Assault,01/01/11. 09:50 PM.,00 BLOCK OF E SAN FERNA... SAN JOSE
Robbery,01/01/11. 10:22 PM.,400 BLOCK OF WILLOW GLEN WAY SAN JOSE
Other,01/02/11. 02:02 AM.,200 BLOCK OF N 3RD ST SAN JOSE
Other,01/02/11. 08:26 PM.,400 BLOCK OF E JULIAN ST SAN JOSE
Other,01/02/11. 02:31 AM.,200 BLOCK OF N 12TH ST SAN JOSE
Assault,01/02/11. 01:42 PM.,00 BLOCK OF E SANTA CLA... SAN JOSE
Other,01/03/11. 12:18 PM.,N ALMADEN AV AND W S... SAN JOSE
Arrest,01/03/11. 07:03 PM.,00 BLOCK OF S 1ST ST SAN JOSE
Arrest,01/03/11. 05:55 PM.,N 1ST ST AND E SANTA... SAN JOSE
Other,01/03/11. 02:44 PM.,E SAN FERNANDO ST ... SAN JOSE
Burglary,01/03/11. 05:39 PM.,200 BLOCK OF N 13TH ST SAN JOSE
Robbery,01/03/11. 02:27 AM.,ALMA AVENUE AND LELONG STREET SAN JOSE
Assault,01/03/11. 02:30 PM.,200 BLOCK OF S. ABBOTT AVE SAN JOSE
Assault,01/04/11. 03:32 PM.,100 BLOCK OF PASEO DE S... SAN JOSE
Burglary,01/04/11. 10:23 AM.,00 BLOCK OF E SANTA CLA... SAN JOSE
Robbery,01/04/11. 11:10 PM.,NORTH KING ROAD AND ST. JAMES STREET SAN JOSE
Other,01/05/11. 02:06 AM.,400 BLOCK OF N 5TH ST SAN JOSE
Other,01/05/11. 05:30 PM.,00 BLOCK OF E SANTA CLA... SAN JOSE
Burglary,01/05/11. 01:27 AM.,5000 BLOCK OF DENT AVENUE SAN JOSE
Robbery,01/05/11. 11:30 AM.,3000 BLOCK OF ARAMIS DRIVE SAN JOSE
Theft,01/05/11. 07:54 AM.,1600 BLOCK OF STORY ROAD SAN JOSE
Robbery,01/06/11. 08:58 PM.,N 3RD ST AND E SANTA... SAN JOSE
Arrest,01/06/11. 11:59 PM.,S 2ND ST AND E SAN F... SAN JOSE
Other,01/06/11. 09:07 PM.,400 BLOCK OF S 7TH ST SAN JOSE
Burglary,01/06/11. 06:29 PM.,00 BLOCK OF N ALMADEN BL SAN JOSE
Arrest,01/06/11. 08:44 AM.,STONECREST WAY AND PENITENCIA CREEK ROAD SAN JOSE
Shooting,01/06/11. 07:53 AM.,2000 BLOCK OF BIKINI ROAD SAN JOSE
Arrest,01/06/11. 07:00 AM.,200 BLOCK OF FORD ROAD SAN JOSE
Theft,01/07/11. 09:30 PM.,500 BLOCK OF COLEMAN AV SAN JOSE
Robbery,01/07/11. 11:59 PM.,N 2ND ST AND E SANTA... SAN JOSE
Arrest,01/07/11. 10:42 AM.,200 BLOCK OF N 8TH ST SAN JOSE
Arrest,01/07/11. 04:52 PM.,W SAN FERNANDO ST ... SAN JOSE
Arrest,01/07/11. 11:03 AM.,S 2ND ST AND E SAN F... SAN JOSE
Other,01/07/11. 11:28 PM.,00 BLOCK OF S 11TH ST SAN JOSE
Other,01/07/11. 04:56 PM.,100 BLOCK OF N MARKET ST SAN JOSE
Assault,01/07/11. 01:28 PM.,00 BLOCK OF S 8TH ST SAN JOSE
Robbery,01/07/11. 07:31 PM.,1000 BLOCK OF LUTHER AVENUE SAN JOSE
Robbery,01/07/11. 12:41 PM.,600 BLOCK OF RIVER OAKS PARKWAY SAN JOSE
Other,01/08/11. 10:42 PM.,00 BLOCK OF S 1ST ST SAN JOSE
Theft,01/08/11. 12:57 AM.,00 BLOCK OF N 10TH ST SAN JOSE
Other,01/08/11. 12:18 AM.,00 BLOCK OF N 6TH ST SAN JOSE
Other,01/08/11. 02:43 AM.,100 BLOCK OF N 13TH ST SAN JOSE
Assault,01/08/11. 04:44 PM.,1500 BLOCK OF BERRYESSA AVENUE SAN JOSE
Robbery,01/08/11. 01:26 PM.,100 BLOCK OF CALVERT AVENUE SAN JOSE
Burglary,01/08/11. 07:25 AM.,600 BLOCK OF NORTH FIRST STREET SAN JOSE
Assault,01/08/11. 06:58 PM.,TULLY AND SOUTH KING ROADS SAN JOSE
Robbery,01/08/11. 06:22 PM.,1600 BLOCK OF NORTH CAPITOL AVENUE SAN JOSE
Assault,01/08/11. 04:00 PM.,ALUM ROCK AND JACKSON AVENUES SAN JOSE
Assault,01/08/11. ,700 BLOCK OF PIERCY ROAD SAN JOSE
Assault,01/08/11. ,CAMDEN AVENUE SAN JOSE
Other,01/09/11. 01:51 AM.,600 BLOCK OF COLEMAN AV SAN JOSE
Arrest,01/09/11. 01:48 AM.,E SANTA CLARA ST AND... SAN JOSE
Other,01/09/11. 02:10 AM.,300 BLOCK OF N MONTGOME... SAN JOSE
Other,01/09/11. 08:10 PM.,N 2ND ST AND E SANTA... SAN JOSE
Shooting,01/09/11. 08:40 AM.,NORTH 12TH AND SANTA ANA STREET SAN JOSE
Assault,01/09/11. ,700 BLOCK OF PIERCY ROAD SAN JOSE
Other,01/10/11. 03:17 PM.,00 BLOCK OF W JULIAN ST SAN JOSE
Assault,01/10/11. 09:43 AM.,200 BLOCK OF N 6TH ST SAN JOSE
Assault,01/10/11. 09:05 AM.,200 BLOCK OF W SANTA CL... SAN JOSE
Other,01/10/11. 07:26 AM.,500 BLOCK OF CINNABAR ST SAN JOSE
Assault,01/10/11. 05:02 PM.,W ST JOHN ST AND N S... SAN JOSE
Robbery,01/10/11. 06:53 PM.,1700 BLOCK OF BERRYESSA ROAD SAN JOSE
Robbery,01/10/11. 11:25 AM.,UNION AND CURTNER AVENUES SAN JOSE
Burglary,01/10/11. 10:21 AM.,800 BLOCK OF SOUTH CAPITOL AVENUE SAN JOSE
Arrest,01/11/11. 05:53 PM.,E ST JOHN ST AND N 3... SAN JOSE
Other,01/11/11. 09:25 PM.,00 BLOCK OF S 8TH ST SAN JOSE
Other,01/11/11. 11:47 PM.,200 BLOCK OF S 4TH ST SAN JOSE
Other,01/11/11. 01:40 PM.,S 1ST ST AND E SAN F... SAN JOSE
Assault,01/11/11. 02:03 PM.,100 BLOCK OF W SANTA CL... SAN JOSE
Robbery,01/11/11. 10:12 PM.,NORTH 12TH AND WASHINGTON STREETS SAN JOSE
Robbery,01/11/11. 03:00 AM.,900 BLOCK OF SOUTH WINCHESTER BOULEVARD SAN JOSE
Assault,01/12/11. 06:39 PM.,00 BLOCK OF FOX AV SAN JOSE
Arrest,01/12/11. 07:35 PM.,S 3RD ST AND E SAN F... SAN JOSE
Other,01/12/11. 11:28 PM.,S MARKET ST AND POST ST SAN JOSE
Assault,01/12/11. 06:02 AM.,300 BLOCK OF E SANTA CL... SAN JOSE
Theft,01/13/11. 02:30 PM.,200 BLOCK OF N 9TH ST SAN JOSE
Other,01/13/11. 04:17 AM.,100 BLOCK OF N 5TH ST SAN JOSE
Arrest,01/13/11. 10:17 AM.,N 3RD ST AND E SANTA... SAN JOSE
Assault,01/13/11. 03:04 PM.,E SAN FERNANDO ST ... SAN JOSE
Robbery,01/13/11. 07:32 PM.,1700 BLOCK OF OCALA AVENUE SAN JOSE
Theft,01/13/11. 05:35 PM.,1700 BLOCK OF STORY ROAD SAN JOSE
Arrest,01/13/11. 02:11 PM.,CHECKERS DRIVE AND MCKEE ROAD SAN JOSE
Other,01/14/11. 07:37 PM.,00 BLOCK OF S 8TH ST SAN JOSE
Robbery,01/14/11. 05:43 AM.,N 1ST ST AND E ST JA... SAN JOSE
Other,01/14/11. 08:43 AM.,00 BLOCK OF FOX AV SAN JOSE
Other,01/14/11. 03:22 PM.,N 1ST ST AND E ST JO... SAN JOSE
Arrest,01/14/11. 03:00 PM.,MCKEE ROAD AND MOUNTAIN VIEW AVENUE SAN JOSE
Theft,01/14/11. 11:25 AM.,3100 BLOCK OF ISADORA DRIVE SAN JOSE
Assault,01/14/11. 01:48 AM.,500 BLOCK OF COYOTE DRIVE SAN JOSE
Assault,01/14/11. 12:47 AM.,400 BLOCK OF EL CAJON DRIVE SAN JOSE
Arrest,01/15/11. 03:59 AM.,200 BLOCK OF N 3RD ST SAN JOSE
Vandalism,01/15/11. 03:27 AM.,100 BLOCK OF E SAN CARL... SAN JOSE
Theft,01/15/11. 10:53 AM.,500 BLOCK OF COLEMAN AV SAN JOSE
Other,01/15/11. 01:37 AM.,E SANTA CLARA ST AND... SAN JOSE
Other,01/15/11. 02:08 AM.,N 1ST ST AND E SANTA... SAN JOSE
Arrest,01/15/11. ,100 BLOCK OF N 13TH ST SAN JOSE
Arrest,01/15/11. 05:16 PM.,E SAN FERNANDO ST ... SAN JOSE
Other,01/15/11. 08:46 PM.,00 BLOCK OF W SANTA CLA... SAN JOSE
Other,01/15/11. 11:27 PM.,00 BLOCK OF S 11TH ST SAN JOSE
Other,01/15/11. 03:04 PM.,400 BLOCK OF N SAN PEDR... SAN JOSE
Other,01/15/11. 02:44 PM.,00 BLOCK OF S 1ST ST SAN JOSE
Assault,01/15/11. 02:20 PM.,300 BLOCK OF N 7TH ST SAN JOSE
Assault,01/15/11. 07:38 PM.,00 BLOCK OF E SAN FERNA... SAN JOSE
Assault,01/15/11. 06:12 AM.,00 BLOCK OF S 1ST ST SAN JOSE
Robbery,01/15/11. 09:13 PM.,WEST SAN CARLOS STREET AND ALMADEN BOULEVARD SAN JOSE
Assault,01/15/11. 09:17 PM.,2500 BLOCK OF LILLIPUT AVENUE SAN JOSE
Assault,01/15/11. 04:35 PM.,2200 BLOCK OF LANAI AVENUE SAN JOSE
Assault,01/15/11. 06:30 PM.,200 BLOCK OF WILLOW STREET SAN JOSE
Robbery,01/15/11. 05:34 AM.,1600 BLOCK OF ALUM ROCK AVENUE SAN JOSE
Shooting,01/15/11. 01:18 PM.,WONDERAMA AND SUPREME DRIVES SAN JOSE
Arrest,01/16/11. 06:16 PM.,100 BLOCK OF S 11TH ST SAN JOSE
Other,01/16/11. 02:39 AM.,200 BLOCK OF N MORRISON AV SAN JOSE
Other,01/16/11. 09:54 AM.,200 BLOCK OF N MORRISON AV SAN JOSE
Arrest,01/16/11. 12:57 AM.,00 BLOCK OF N ALMADEN AV SAN JOSE
Arrest,01/16/11. 03:18 PM.,300 BLOCK OF E SANTA CL... SAN JOSE
Other,01/16/11. 09:29 AM.,500 BLOCK OF W JULIAN ST SAN JOSE
Other,01/16/11. 09:02 PM.,N 1ST ST AND E SANTA... SAN JOSE
Other,01/16/11. 08:12 PM.,300 BLOCK OF N 5TH ST SAN JOSE
Assault,01/16/11. 08:59 AM.,200 BLOCK OF E JULIAN ST SAN JOSE
Theft,01/16/11. 08:13 PM.,DOUGLAS AND MERIDIAN AVENUES SAN JOSE
Assault,01/16/11. 04:24 PM.,1100 BLOCK OF MESA DRIVE SAN JOSE
Robbery,01/16/11. 04:47 PM.,1900 BLOCK OF MANDARIN WAY SAN JOSE
Shooting,01/16/11. 02:40 PM.,1800 BLOCK OF TERILYN AVENUE SAN JOSE
Theft,01/17/11. 04:08 AM.,100 BLOCK OF N 6TH ST SAN JOSE
Other,01/17/11. 11:34 PM.,00 BLOCK OF RANKIN AV SAN JOSE
Arrest,01/17/11. 10:18 PM.,N 5TH ST AND E ST JO... SAN JOSE
Arrest,01/17/11. 06:22 PM.,N 2ND ST AND E ST JA... SAN JOSE
Arrest,01/17/11. 04:48 PM.,W SANTA CLARA ST AND... SAN JOSE
Other,01/17/11. 10:33 PM.,400 BLOCK OF N SAN PEDR... SAN JOSE
Robbery,01/17/11. 01:00 AM.,1400 BLOCK OF OLD PIEDMONT ROAD SAN JOSE
Shooting,01/17/11. 11:05 PM.,POCO WAY SAN JOSE
Other,01/18/11. 11:23 PM.,E SAN CARLOS ST AND ... SAN JOSE
Robbery,01/18/11. 04:08 PM.,400 BLOCK OF E ST JOHN ST SAN JOSE
Robbery,01/18/11. 11:36 PM.,600 BLOCK OF COLEMAN AV SAN JOSE
Other,01/18/11. 01:46 AM.,N 5TH ST AND E ST JO... SAN JOSE
Other,01/18/11. 12:38 PM.,E SAN FERNANDO ST ... SAN JOSE
Assault,01/18/11. 07:43 PM.,200 BLOCK OF N 8TH ST SAN JOSE
Assault,01/18/11. 02:02 PM.,SNELL AND HILLCAP AVENUES SAN JOSE
Arrest,01/19/11. 06:36 PM.,N 2ND ST AND E SANTA... SAN JOSE
Other,01/19/11. 07:38 AM.,00 BLOCK OF W SAN FERNA... SAN JOSE
Burglary,01/19/11. 12:23 PM.,100 BLOCK OF W ST JOHN ST SAN JOSE
Assault,01/19/11. 08:01 PM.,100 BLOCK OF SOUTH SUNSET AVENUE SAN JOSE
Assault,01/20/11. 01:30 PM.,SUMMERSIDE DRIVE AND MCLAUGHLIN AVENUE SAN JOSE
Robbery,01/21/11. 09:26 PM.,1000 BLOCK OF E. CAPITOL EXPRESSWAY SAN JOSE
Robbery,01/21/11. 03:44 PM.,MARKET STREET AND SAN FERNANDO AVENUE SAN JOSE
Theft,01/21/11. 10:44 AM.,BLOSSOM HILL ROAD AND LEAN AVENUE SAN JOSE
Robbery,01/21/11. 06:27 AM.,1400 BLOCK OF NORTH FIRST STREET SAN JOSE
Theft,01/21/11. 10:54 AM.,400 BLOCK OF N 4TH ST SAN JOSE
Assault,01/21/11. 01:48 AM.,800 BLOCK OF CINNABAR ST SAN JOSE
Arrest,01/21/11. 04:47 PM.,100 BLOCK OF W SANTA CL... SAN JOSE
Other,01/21/11. 03:08 PM.,100 BLOCK OF W SANTA CL... SAN JOSE
Other,01/21/11. 01:46 PM.,300 BLOCK OF N 6TH ST SAN JOSE
Burglary,01/21/11. 10:36 AM.,00 BLOCK OF E SANTA CLA... SAN JOSE
Shooting,01/21/11. 04:55 PM.,STORY ROAD AND EAST CAPITOL EXPRESSWAY SAN JOSE
Assault,01/22/11. 04:35 PM.,1300 BLOCK OF OLD OAKLAND ROAD SAN JOSE
Robbery,01/22/11. 04:25 AM.,MCKEE ROAD AND EL RANCHO VERDE DRIVE SAN JOSE
Robbery,01/22/11. 01:50 AM.,NORTH FIRST AND EAST ST. JAMES STREETS SAN JOSE
Other,01/22/11. 11:44 PM.,E SAN CARLOS ST AND ... SAN JOSE
Arrest,01/22/11. 07:47 PM.,E JULIAN ST AND N 1S... SAN JOSE
Other,01/22/11. 02:56 PM.,S 2ND ST AND E SAN F... SAN JOSE
Other,01/22/11. 01:18 PM.,100 BLOCK OF N MARKET ST SAN JOSE
Other,01/22/11. 08:44 PM.,S 1ST ST AND E SANTA... SAN JOSE
Assault,01/23/11. 04:21 PM.,SEVEN TREES BOULEVARD AND SENTER ROAD SAN JOSE
Robbery,01/23/11. 11:00 PM.,COPPERFIELD DRIVE AND CAPITOL EXPRESSWAY SAN JOSE
Theft,01/23/11. 03:29 AM.,00 BLOCK OF S 4TH ST SAN JOSE
Theft,01/23/11. 11:15 AM.,100 BLOCK OF S MARKET ST SAN JOSE
Arrest,01/23/11. 01:55 PM.,E SANTA CLARA ST AND... SAN JOSE
Arrest,01/23/11. 09:05 AM.,E SANTA CLARA ST AND... SAN JOSE
Other,01/23/11. 02:16 AM.,100 BLOCK OF N 7TH ST SAN JOSE
Other,01/23/11. 09:29 PM.,S 2ND ST AND E SAN F... SAN JOSE
Assault,01/24/11. 01:15 AM.,2000 BLOCK OF WIZARD COURT SAN JOSE
Arrest,01/24/11. 01:55 PM.,200 BLOCK OF E JULIAN ST SAN JOSE
Theft,01/24/11. 03:34 AM.,600 BLOCK OF COLEMAN AV SAN JOSE
Burglary,01/25/11. 06:49 PM.,1500 BLOCK OF CAMINO MONDE STREET SAN JOSE
Shooting,01/25/11. ,MOUNT PLEASANT ROAD SAN JOSE
Arrest,01/25/11. 02:52 PM.,400 BLOCK OF E SAN FERN... SAN JOSE
Other,01/25/11. 10:08 PM.,N 3RD ST AND E SANTA... SAN JOSE
Other,01/25/11. 10:27 AM.,200 BLOCK OF E JULIAN ST SAN JOSE
Robbery,01/26/11. 04:08 PM.,SOUTH WHITE AND QUIMBY ROADS SAN JOSE
Robbery,01/26/11. 01:26 AM.,NOKOMIS DRIVE AND SENTER ROAD SAN JOSE
Theft,01/26/11. 01:23 AM.,2000 BLOCK OF PANAMA AVENUE SAN JOSE
Assault,01/30/11. 03:05 AM.,3000 BLOCK OF EAST HILLS DRIVE SAN JOSE
Robbery,01/31/11. 04:42 PM.,2400 BLOCK OF SENTER ROAD SAN JOSE
Theft,01/31/11. 01:54 PM.,BRANHAM LANE AND PEARL AVENUE SAN JOSE
Robbery,01/31/11. 01:54 AM.,5600 BLOCK OF COTTLE ROAD SAN JOSE
Robbery,02/01/11. 04:47 PM.,5000 BLOCK OF PROSPECT AVENUE SAN JOSE
Robbery,02/03/11. 12:20 PM.,1600 BLOCK OF BRANHAM LANE SAN JOSE
Assault,02/04/11. 08:11 PM.,SAN FELIPE AND ABORN ROAD SAN JOSE
Robbery,02/04/11. 04:59 AM.,300 BLOCK OF SARATOGA AVENUE SAN JOSE
Robbery,02/10/11. 11:06 PM.,200 BLOCK OF GRAMERCY PLACE SAN JOSE
Robbery,02/10/11. 06:15 PM.,500 BLOCK OF COLEMAN AVENUE SAN JOSE
Robbery,02/10/11. 04:35 PM.,PALM STREET AND WEST ALMA AVENUE SAN JOSE
Robbery,02/11/11. 07:37 PM.,1500 BLOCK OF DINA COURT SAN JOSE
Robbery,02/12/11. 01:27 AM.,MARKET STREET AND BALBACH AVENUE SAN JOSE
Assault,02/12/11. 01:14 AM.,800 BLOCK OF DIADEM DRIVE SAN JOSE
Arrest,02/13/11. 10:46 AM.,500 BLOCK OF GRIDLEY STREET SAN JOSE
Assault,02/13/11. 01:34 AM.,200 BLOCK OF KEYES STREET SAN JOSE
Robbery,02/15/11. 10:24 PM.,2400 BLOCK OF BERRYESSA ROAD SAN JOSE
Arrest,02/18/11. 06:00 PM.,SANTEE AND CARNELIAN DRIVES SAN JOSE
Robbery,02/18/11. 02:56 PM.,2600 BLOCK OF NORTH FIRST STREET SAN JOSE
Robbery,02/18/11. ,200 BLOCK OF NADINE STREET LIVERMORE
Robbery,02/22/11. 09:28 PM.,2900 BLOCK OF ALMADEN EXPRESSWAY SAN JOSE
Burglary,02/22/11. 01:28 PM.,100 BLOCK OF SUN BLOSSOM DRIVE SAN JOSE
Arrest,02/23/11. 12:29 PM.,300 BLOCK OF BROOKMERE DRIVE SAN JOSE
Theft,02/23/11. 12:10 PM.,LAS PLUMAS AVENUE AND RIPLEY DRIVE SAN JOSE
Arrest,02/24/11. 01:11 PM.,OAK STREET AND ALAMADEN AVENUE SAN JOSE
Assault,02/24/11. 01:08 AM.,VIRGINIA AVENUE AND HIGHWAY 87 SAN JOSE
Shooting,02/24/11. 11:19 PM.,SANTA CLARA AND 17TH STREETS SAN JOSE
Arrest,02/24/11. 01:11 PM.,OAK STREET AND ALMADEN AVENUE SAN JOSE
Assault,02/24/11. 07:54 PM.,700 BLOCK OF MADISON STREET WATSONVILLE
Arrest,02/25/11. 04:09 PM.,MARKET STREET AND SAN CARLO STREET SAN JOSE
Arrest,02/25/11. 02:55 PM.,200 BLOCK OF SANTA CLARA SAN JOSE
Arrest,02/25/11. 12:29 AM.,SANTA CLARA STREET AND 17TH STREET SAN JOSE
Robbery,02/25/11. 11:20 PM.,2900 BLOCK OF SOUTH BASCOM AVENUE SAN JOSE
Arrest,02/25/11. 10:23 PM.,SOUTH 11TH AND KEYES STREETS SAN JOSE
Arrest,02/25/11. 04:09 PM.,MARKET AND SAN CARLOS STREETS SAN JOSE
Arrest,02/25/11. 02:55 PM.,200 BLOCK OF SANTA CLARA STREET SAN JOSE
Robbery,02/25/11. 10:00 AM.,2000 BLOCK OF STORY ROAD SAN JOSE
Arrest,02/25/11. 12:29 AM.,SANTA CLARA AND 17TH STREETS SAN JOSE
Robbery,02/27/11. 03:50 PM.,SOUTH 21ST STREET AND SANTA CLARA STREET SAN JOSE
Other,02/27/11. 10:07 AM.,CRUCERO DRIVE AND DUBERT LANE SAN JOSE
Robbery,02/27/11. 09:05 PM.,1400 BLOCK OF CURCI DRIVE SAN JOSE
Arrest,02/27/11. 07:01 PM.,1400 BLOCK OF SOUTH WHITE ROAD SAN JOSE
Arrest,02/27/11. 03:50 PM.,SOUTH 21ST AND SANTA CLARA STREETS SAN JOSE
Assault,02/27/11. 10:07 AM.,CRUCERO DRIVE AND DUBERT LANE SAN JOSE
Arrest,02/28/11. 07:48 PM.,100 BLOCK OF TRUCKEE LANE SAN JOSE
Robbery,02/28/11. 09:18 AM.,100 BLOCK OF ROSEBAY SAN JOSE
Arrest,03/01/11. 09:40 AM.,5700 BLOCK OF PLAYA DEL REY SAN JOSE
Assault,03/01/11. 06:59 PM.,PALM STREET AND GRANT STREET SAN JOSE
Robbery,03/01/11. 10:27 AM.,1000 BLOCK OF LEIGH AVENUE SAN JOSE
Other,03/01/11. 09:40 AM.,5700 BLOCK OF PLAYA DEL REY SAN JOSE
Burglary,03/02/11. 01:17 PM.,5000 BLOCK OF PAGE MILL DRIVE SAN JOSE
Assault,03/02/11. 01:44 PM.,SANTA TERESA AVENUE AND CHESBRO AVENUE SAN JOSE
Robbery,03/03/11. 10:02 PM.,FOUR OAKS ROAD AND FOUR OAKS CIRCLE SAN JOSE
Robbery,03/03/11. 09:19 PM.,700 BLOCK OF RACE STREET SAN JOSE
Robbery,03/03/11. 11:30 AM.,5500 BLOCK OF MONTEREY ROAD SAN JOSE
Robbery,03/03/11. ,MONTEREY HIGHWAY SAN JOSE
Arrest,03/04/11. 02:38 AM.,MABURY ROAD AND LAVA DRIVE SAN JOSE
